CustomerID,TotalOrders,TotalRevenue,CustomerFullName
16482,2,4783.74,Tabitha E Arthur
16483,2,4118.26,Warren S Jai
16484,2,4175.53,Dustin A Lal
16485,1,39.98,Ian A Foster
16486,2,113.24000000000001,Rachael R Madan
16487,2,73.24,Brianna K Griffin
16488,2,232.42000000000002,Joel C Rodriguez
16489,2,112.72999999999999,Frederick J Garcia
16490,1,2478.34,Megan G Robinson
16491,2,3106.33,Christian J Garcia
16492,2,130.94,Theodore M Sanz
16493,2,4197.25,Brenda L Fernandez
16494,2,5961.2,Jordyn Simmons
16495,2,6002.23,Monique Ramos
16496,2,5960.23,Dawn R Tang
16497,4,132.70999999999998,Julia P Peterson
16498,1,39.98,Hunter Jones
16499,1,4.99,Danielle Kelly
16500,1,588.96,Chloe Perry
16501,1,4.99,Vanessa V Wood
16502,1,39.98,Jackson M Parker
16503,1,4.99,Christian Anderson
16504,1,588.96,Justin Russell
16505,1,39.98,Erin Gray
16506,3,102.03999999999999,Catherine L Murphy
16507,1,35.23,Tracy B Nath
16508,1,83.97,Brent Zhu
16509,2,3258.79,Veronica Sai
16510,1,27.28,Brad G Nara
16511,2,47.26,Joe G Raman
16512,2,3262.83,Ricardo Sharma
16513,2,4669.452499999999,Ronnie Wagner
16514,2,4761.74,Manuel A Fernandez
16515,2,4733.75,Troy Sai
16516,2,4733.75,Melvin She
16517,2,4698.76,Katrina M Raji
16518,2,4698.76,Krystal Holt
16519,2,4752.75,Yolanda Chander
16520,2,4727.74,Misty Raji
16521,2,4698.76,Tonya L She
16522,2,4698.76,Casey Pal
16523,2,4698.76,Sandra C Huang
16524,2,4733.75,Damien Huang
16525,2,4752.75,Martha Liang
16526,2,4758.24,Arthur L Perez
16527,2,4752.75,Cory O Arun
16528,2,4698.76,Dominique Garcia
16529,2,4752.75,Jonathon R Gutierrez
16530,2,3001.0425,Priscilla Chander
16531,2,3291.8,Lacey C Gao
16532,2,4921.6900000000005,Tommy Sharma
16533,2,4702.3925,Kristen Cai
16534,2,4820.5025000000005,Claudia Holt
16535,1,37.97,Colin F Chen
16536,1,27.28,Meghan A Jimenez
16537,1,24.99,Arthur Dominguez
16538,2,4659.9025,Stacey Liang
16539,1,83.97,Christy Li
16540,2,4696.4925,Theodore L Browning
16541,2,3028.0225,Micah A Hu
16542,2,44.97,Jésus L Ortega
16543,2,53.959999999999994,Jenny McDonald
16544,1,28.98,Eduardo M Morgan
16545,1,31.27,Alicia Pal
16546,2,3036.5325000000003,Terrance B Jordan
16547,2,4900.68,Jake L Yang
16548,2,4624.9125,Darren Rubio
16549,2,4930.68,Linda A Moreno
16550,2,3001.0425,Frederick Madan
16551,2,5032.76,Christy M Shan
16552,2,4986.79,Joe S Sanchez
16553,2,3001.0425,Gabriella J Roberts
16554,2,2990.5225,Casey C Chander
16555,1,31.27,Mathew Vazquez
16556,1,86.95,Angelica Butler
16557,1,31.27,Derek Chander
16558,1,24.99,Preston Sara
16559,2,4705.4825,Candace G Martinez
16560,2,4633.9025,Kelvin E Sun
16561,2,3030.0325000000003,Kurt Yuan
16562,2,3001.0425,Colleen L Zhang
16563,2,62.95,Mackenzie Baker
16564,2,132.26999999999998,Susan L Wu
16565,3,7203.66,Corey E Anand
16566,3,5806.3525,Ashlee C Shen
16567,3,7159.700000000001,Erick A Lopez
16568,1,69.97,Caroline Coleman
16569,2,3936.5425,Colleen H Li
16570,2,4219.32,Julie G She
16571,2,52.919999999999995,Audrey Torres
16572,2,4886.7,Jon D Xu
16573,2,3001.0425,Ruben Dominguez
16574,2,44.97,Joe E Gomez
16575,3,6994.5725,Veronica G Vance
16576,1,149.46,Corey D Beck
16577,1,74.98,Leah E Chen
16578,1,74.98,Stefanie Weber
16579,2,97.94999999999999,Zachary L Davis
16580,3,5429.76,Dawn C Chen
16581,1,50.23,Kenneth Becker
16582,1,35.0,Frank M Torres
16583,1,42.28,Justin A Martinez
16584,2,172.95,Devin Gray
16585,3,7192.389999999999,Vincent F Sun
16586,1,69.99,Leonard Chander
16587,3,7063.5625,Zachary Martinez
16588,3,6994.5825,Andre Martinez
16589,3,7343.6900000000005,Martin Suri
16590,2,168.95,Shawn C Deng
16591,2,137.96,Clarence He
16592,1,74.98,Jacquelyn R Gomez
16593,2,101.76,Suzanne He
16594,3,7231.37,Andrew C Jones
16595,3,6901.3825,Cameron L Anderson
16596,2,4486.5425,Gabrielle B Carter
16597,1,103.49,Kelli L Xu
16598,3,7131.4,Kate Rai
16599,2,149.46,Ramón S Cai
16600,1,124.97,Janet V Suarez
16601,2,86.26,Tabitha Y Rana
16602,2,77.27,Jill A Travers
16603,3,7000.5525,Scott Seely
16604,1,56.97,Roy M Serrano
16605,2,66.25999999999999,Toni Randall
16606,2,67.17,Ricky F Blanco
16607,2,5897.530000000001,Logan Gonzales
16608,2,101.57,Ricky C Martin
16609,2,344.03999999999996,Gary E Jimenez
16610,2,67.58,Sydney Clark
16611,2,75.53,Dylan E Rodriguez
16612,2,5898.26,Ebony E Ashe
16613,2,129.35,Cassie S Sutton
16614,2,71.16,Alison A Shen
16615,2,95.84,Kaitlin L Patel
16616,2,5915.54,Kelvin L Liang
16617,2,160.55,Alvin M Xie
16618,2,76.15,Cassandra M Subram
16619,2,97.58,Whitney Perez
16620,2,5895.24,Cameron M Thompson
16621,2,73.86000000000001,Birgit Seidel
16622,2,106.56,Byron Navarro
16623,2,5973.24,Andres L Lal
16624,2,5938.25,Albert R Alvarez
16625,2,81.81,Grant C Deng
16626,2,71.57,Nathaniel E Morgan
16627,2,64.88,Claudia R Chen
16628,2,187.57999999999998,Francisco Prasad
16629,2,5933.26,Rosa G Zheng
16630,2,5973.24,Jaime L Sutton
16631,2,5900.55,Haley J Ward
16632,2,68.87,Ruben Romero
16633,2,101.57,Kelli E Becker
16634,2,106.56,Jenny A Hu
16635,2,161.29,Erick Suri
16636,2,5932.74,Danny V Gomez
16637,2,5900.55,Evan King
16638,2,5974.23,Dennis M Ye
16639,2,5908.25,Renee E Romero
16640,2,102.57,Colin M Lal
16641,1,2391.43,Julia I Bailey
16642,1,39.98,Mason L Mitchell
16643,2,126.96,Fernando Wilson
16644,1,4.99,Leonard C Goel
16645,1,2357.28,Chelsea Subram
16646,2,250.91,Xavier C Collins
16647,1,54.98,Anna Alexander
16648,1,7.28,Rachel Coleman
16649,2,115.94,Makayla Stewart
16650,1,4.99,Kaitlyn J Green
16651,1,13.98,Abigail Martinez
16652,1,48.97,Nicole R Richardson
16653,1,2411.95,Isabella Phillips
16654,2,3056.32,Heather Zhang
16655,1,39.98,Destiny M Taylor
16656,2,5930.23,Ronnie Zhang
16657,2,5900.55,Alvin E She
16658,2,5873.26,Ashlee E Raje
16659,2,5873.26,Emily Jones
16660,2,5898.26,Lee M Blanco
16661,2,5908.25,Shane Raman
16662,2,4355.71,Stacey Gao
16663,2,4471.74,Rosa A Lu
16664,2,4377.75,Sophia Nelson
16665,2,81.81,Linda Suarez
16666,2,205.44,Taylor Torres
16667,4,65.99,Allison Sanchez
16668,1,607.96,Levi Malhotra
16669,1,4.99,Benjamin Martinez
16670,1,2478.34,Sarah White
16671,1,4.99,Megan C Wood
16672,1,7.28,Nicole A Martinez
16673,1,2466.32,Curtis O Guo
16674,2,76.15,Ricardo Yuan
16675,2,4385.03,Kristi W Arthur
16676,1,13.98,Amanda Perry
16677,1,13.98,Jack S Hughes
16678,2,3162.31,Ian Ramirez
16679,2,106.56,Amber E Carter
16680,2,104.86,Carlos Edwards
16681,2,68.87,Louis A Chande
16682,2,66.58,Kristy Ramos
16683,2,69.87,Christy Rai
16684,2,4158.24,Joel Perez
16685,2,4183.23,Robin Dominguez
16686,2,4157.73,Kristine Alonso
16687,2,6070.59,Lawrence C Romero
16688,2,6081.1,Tabitha L Gomez
16689,2,290.46000000000004,Rafael J Shen
16690,2,165.07,Aimee Wu
16691,2,4471.74,Paula B Romero
16692,2,31.27,Jay Diaz
16693,2,6060.5,Ethan G Coleman
16694,2,78.19999999999999,Mandy L Sun
16695,2,76.15,Dwayne Serrano
16696,2,4506.76,Claudia M Zeng
16697,2,87.08,Wyatt Henderson
16698,2,230.16,Mallory P Gill
16699,2,67.58,Dominic J Kapoor
16700,2,92.97,Billy L Gill
16701,2,4426.74,Laura Zheng
16702,2,6021.62,Patricia T Raman
16703,2,6090.59,Denise Sanchez
16704,2,91.26,Karla K Chavez
16705,2,97.96,Jacqueline Wood
16706,2,92.97,Jenny W Shan
16707,2,4377.75,Derrick Serrano
16708,2,4406.74,Kellie Sanz
16709,2,143.94,Roy A Alvarez
16710,2,91.26,Carla Arthur
16711,2,132.95,Jorge Zhao
16712,2,4417.75,Suzanne K Lu
16713,2,6090.59,Tony L Nara
16714,1,64.47,Dalton Nicholls
16715,1,7.28,Katelyn C Ramirez
16716,1,27.92,Jose Henderson
16717,3,233.81,Masaki Umeda
16718,1,13.98,Gavin T Stone
16719,1,39.98,Trevor Russell
16720,1,39.98,Morgan C Perry
16721,3,180.70999999999998,Xavier Sanders
16722,1,4.99,Sean L Gray
16723,1,7.28,Barbara Zhao
16724,1,39.98,Gabriel W Yang
16725,1,13.98,Jacob Williams
16726,1,7.28,Miguel Wood
16727,1,2451.3,Charles Johnston
16728,1,2443.35,Cole D Morris
16729,2,38.92,Tommy Nara
16730,2,140.94,Mariah C Long
16731,3,155.91,Nicole White
16732,1,2451.3,Natalie Flores
16733,2,35.26,Douglas M Srini
16734,2,128.97,Emma Martinez
16735,1,58.98,Melissa Hayes
16736,1,59.98,Kelly Alexander
16737,1,4.99,Steven Selikoff
16738,2,44.95,Ramon B Lu
16739,2,81.26,Cory Weber
16740,2,6099.1,Elijah Li
16741,2,6056.610000000001,Alan Xu
16742,2,6044.59,Mitchell R Pal
16743,2,6070.59,Ariana Stewart
16744,2,6070.59,Lacey Guo
16745,2,6021.62,Krista J Moreno
16746,1,64.47,Brianna W Peterson
16747,1,2479.94,Alexander S Davis
16748,1,58.98,Patrick J Peterson
16749,1,61.96,Aaron Coleman
16750,1,7.28,Seth Sanders
16751,1,2492.32,Aaron C Scott
16752,1,2512.32,Mason Wright
16753,1,2319.99,Rachel Harris
16754,2,3118.6,Alex M Bell
16755,1,2316.97,Olivia James
16756,1,2395.96,Richard Allen
16757,1,4.99,Mackenzie A Cox
16758,2,3062.3399999999997,Justin E Perry
16759,1,7.28,Jasmine B Bell
16760,1,67.97,Sydney Alexander
16761,1,2475.95,Angel A Ward
16762,1,2479.94,Franklin Ferrier
16763,1,1700.99,Juan R Suarez
16764,1,1760.47,Thomas Davis
16765,1,4.99,Dalton R White
16766,1,4.99,Summer G Arun
16767,1,59.98,Rafael M Liu
16768,1,4.99,Eduardo R Barnes
16769,1,4.99,Tyler J Walker
16770,1,2478.34,Charles Rogers
16771,3,104.55,Ian Walker
16772,3,158.53,Morgan S Parker
16773,1,13.98,David E Lal
16774,1,54.98,Eduardo R Perry
16775,1,4.99,Sarah L Russell
16776,1,2443.35,Dalton Lewis
16777,1,124.99,Cameron J Simmons
16778,1,2541.32,Blake G Hayes
16779,1,2297.28,Morgan A Watson
16780,1,54.98,Carlos Bailey
16781,1,64.47,Dylan Chen
16782,1,2482.23,Lucas Clark
16783,1,2457.33,Grace R Barnes
16784,1,1735.98,Chloe Long
16785,1,2342.92,Christian R Lee
16786,1,2294.99,Lucas A Reed
16787,1,39.98,Nicole J Jackson
16788,1,39.98,Ronnie J Gao
16789,1,2443.35,Jennifer R Harris
16790,1,2564.92,Hunter A Lopez
16791,1,1729.97,Leonard F Yuan
16792,1,1735.98,Maria Torres
16793,1,1788.95,Savannah F Hernandez
16794,1,1785.97,Taylor Cook
16795,1,67.93,Regina J Garcia
16796,1,54.98,Kaitlyn F Martin
16797,1,1732.26,Evan V Reed
16798,1,1764.96,Latasha Martin
16799,1,1700.99,Stephanie Gonzales
16800,3,75.84,Jordan M Roberts
16801,1,54.98,Jasmine Henderson
16802,1,13.98,Lucas Allen
16803,1,1759.97,Marcus L Peterson
16804,1,1728.27,Adam W Zhang
16805,1,1768.96,Fernando H Allen
16806,1,54.98,Louis Zhao
16807,1,1728.27,Virginia J Suri
16808,1,13.98,Jessica R Long
16809,1,13.98,Bailey A Sanders
16810,2,3064.63,Michael E Rodriguez
16811,1,1700.99,Luis R Zhang
16812,1,1735.98,Alexa Richardson
16813,1,13.98,Carson Diaz
16814,1,39.98,Isabella D Collins
16815,1,4.99,Jacob Brown
16816,1,4.99,Julia R Miller
16817,1,4.99,Evan Peterson
16818,1,2391.94,Gabrielle Reed
16819,1,2316.97,Dalton Cox
16820,2,3217.79,Isabella Gray
16821,3,7221.35,Mary Carter
16822,3,7176.38,Marshall Lin
16823,3,7242.35,Stacy Ruiz
16824,3,6938.5925,Randall J Munoz
16825,1,61.45,Susan Zeng
16826,3,6953.5825,Roberto A Vazquez
16827,3,7205.360000000001,Jeffery C Chen
16828,3,7182.66,Logan R Mitchell
16829,3,7185.37,Wayne C Lal
16830,3,7138.68,Alexandra M Hall
16831,3,7206.37,Theodore T Vazquez
16832,1,2369.96,Isaiah J Parker
16833,1,2343.96,Richard L Cooper
16834,1,1750.98,Morgan J Peterson
16835,1,2294.99,Noah Nelson
16836,2,3193.79,David Thomas
16837,2,155.47,Elizabeth K Jackson
16838,1,13.98,Jonathan R Griffin
16839,1,2294.99,Julia F Ross
16840,2,176.95,Xavier Torres
16841,2,126.96,James E Turner
16842,1,4.99,Jenny R Yang
16843,1,89.97,Jimmy Ramos
16844,1,2369.97,Emma C Robinson
16845,1,2380.47,Andrea M Adams
16846,2,180.95,James G Phillips
16847,2,189.94,Eduardo Hall
16848,2,125.45,Jessica Thomas
16849,2,176.95,Jonathan Collins
16850,1,2354.98,Jessica Jenkins
16851,1,2369.96,Kevin L Hayes
16852,1,2405.47,Kate She
16853,1,4.99,Christina A Bailey
16854,1,2342.93,Seth L Adams
16855,2,150.95,Evelyn Srini
16856,1,13.98,Erin Rivera
16857,1,54.98,Lawrence C Munoz
16858,1,4.99,Jan Lopez
16859,1,2380.47,Jack E Kumar
16860,1,4.99,Haley M Rogers
16861,1,13.98,Luis Sharma
16862,1,39.98,Timothy A Nelson
16863,1,64.47,Kaitlyn W Clark
16864,1,2369.97,Grace Ramirez
16865,1,2369.96,Jordyn Diaz
16866,1,2444.45,Alexandra G Parker
16867,1,2381.94,Katelyn King
16868,1,2322.28,Xavier A Jackson
16869,1,2376.96,Vanessa B Patterson
16870,3,149.04,Andrea M Morgan
16871,1,2316.97,Anna A Clark
16872,1,2359.24,Samuel A Taylor
16873,1,578.46,Damien A Deng
16874,1,4.99,Leslie E Munoz
16875,1,39.98,Samantha A Diaz
16876,3,151.84,Jackson Sharma
16877,1,39.98,Katelyn W Adams
16878,1,1735.98,Devin Young
16879,1,1728.27,Morgan D Taylor
16880,1,2343.96,Edgar M Patel
16881,1,2319.99,Ruben A Alonso
16882,1,2294.99,Robert G Young
16883,1,48.97,Tyler A Davis
16884,1,39.98,Richard J Miller
16885,1,39.98,Garrett D Cook
16886,1,1729.97,Aidan Flores
16887,1,1769.96,Cody L Rivera
16888,1,1754.98,Arianna A Hughes
16889,1,1729.97,Daniel R Rodriguez
16890,1,1808.45,Timothy Reed
16891,1,59.98,Natalie Gonzales
16892,1,2341.97,Rebecca Evans
16893,1,2325.96,Isaac M Howard
16894,1,1763.97,Abigail Walker
16895,1,1760.47,Chloe Gonzales
16896,1,1714.97,Natalie Perez
16897,1,1763.97,Lauren A Torres
16898,1,1750.98,Angel W Reed
16899,1,4.99,Whitney C Sanchez
16900,1,7.28,Miguel R Jones
16901,1,39.98,Ricky Munoz
16902,2,211.96999999999997,Shawn J She
16903,1,4.99,Ian P Wright
16904,1,4.99,Arianna G Bailey
16905,1,4.99,Janet R Stewart
16906,1,2359.98,Brittany Flores
16907,1,2341.97,Sarah J Hall
16908,1,2366.96,Kristi C Patel
16909,1,2376.96,Chloe M Walker
16910,2,141.95999999999998,Ryan J Diaz
16911,1,58.98,Caleb Patterson
16912,1,2380.47,Dalton A Patterson
16913,1,13.98,Marcus Flores
16914,1,2361.95,Alexandra K Campbell
16915,1,2374.98,Mason Phillips
16916,1,2434.92,Cheryl M Dominguez
16917,1,4.99,Brett B Subram
16918,1,64.47,Alexandria L Cox
16919,2,70.95,Kaitlin Sullivan
16920,1,1700.99,Eduardo Stewart
16921,1,1754.98,Edwin Jai
16922,1,98.96,Emma F Jackson
16923,1,59.98,Connor M Gonzales
16924,1,1775.47,Julia A Price
16925,1,1764.96,Spencer W Patterson
16926,2,44.95,Rodney Sanz
16927,2,38.92,Rebekah A Gonzalez
16928,2,4698.76,Bryan M Stewart
16929,2,4733.75,Savannah E Scott
16930,2,54.42,Kristen Zhao
16931,2,4767.73,Dalton J Lee
16932,2,14.56,Adam M King
16933,2,94.96,Donald B Arun
16934,2,86.94999999999999,Michele Vazquez
16935,2,94.96,Bruce R Perez
16936,1,63.97,Alice J. Serventi
16937,2,3926.5325000000003,Craig Rubio
16938,2,3110.0525,Abigail M Williams
16939,1,29.98,Bailey Evans
16940,2,5006.7,Jenny J Zeng
16941,1,64.97,Amy Yang
16942,2,2751.4175,Kaitlyn L Bennett
16943,1,37.93,Veronica R Garcia
16944,2,4253.8099999999995,Alejandro E Raji
16945,2,3262.83,Brianna C Kelly
16946,2,3071.0325000000003,Teresa L Diaz
16947,1,1735.98,Savannah K Stewart
16948,3,248.01,Emma Lee
16949,1,1789.97,Luis Flores
16950,3,211.01,Connor Edwards
16951,1,1735.98,Cassidy A Bennett
16952,1,1735.98,Thomas A Martin
16953,1,13.98,Paige Ward
16954,1,67.97,Fernando Davis
16955,1,1760.47,Nathaniel Bradley
16956,1,1700.99,Austin J Flores
16957,1,39.98,Seth E Wilson
16958,3,168.01999999999998,Pedro E Torres
16959,3,135.35,Carson L Foster
16960,1,4.99,Paige Gray
16961,1,2318.96,Faith Perry
16962,1,13.98,Zachary Coleman
16963,1,39.98,Faith S Hughes
16964,3,108.54,Gavin Wood
16965,1,39.98,Kristi D Romero
16966,1,4.99,Amanda S Diaz
16967,1,2316.97,Noah Hernandez
16968,1,2325.96,Ian Griffin
16969,1,2439.99,Jackson Turner
16970,1,1754.98,Katherine Foster
16971,1,64.47,Alexia L Bryant
16972,1,1754.98,Lucas Hernandez
16973,1,1857.92,Katherine Collins
16974,1,1729.97,Paige Rivera
16975,1,67.97,Benjamin Lee
16976,1,1785.97,Sandra A Xu
16977,1,1709.98,Noah B Adams
16978,1,4.99,Jeremy Rivera
16979,1,2322.28,Kaitlyn J Rogers
16980,1,39.98,Jill Moore
16981,1,2317.92,Hunter Simmons
16982,1,89.97,Jillian Lopez
16983,1,2357.28,Gabriel L Collins
16984,1,1759.97,Rodney I Moreno
16985,1,13.98,Adam Li
16986,1,68.49,Sara A Adams
16987,1,2414.99,Miguel D Clark
16988,1,4.99,Brian R Bailey
16989,1,2319.99,Emma Richardson
16990,1,59.98,Zachary Griffin
16991,1,39.98,Brianna C Henderson
16992,1,4.99,Lucas Watson
16993,1,124.99,Russell A Rai
16994,1,39.98,Deanna E Torres
16995,1,1735.98,Taylor J Hall
16996,1,1754.98,Destiny M Walker
16997,1,1763.97,Natalie Allen
16998,1,1735.98,Jennifer D Lopez
16999,1,1735.98,Chloe M Kelly
17000,1,2294.99,Miranda M Henderson
17001,1,2341.97,Ashley F Moore
17002,1,2331.95,Dylan Martin
17003,1,2416.45,Joanna M Dominguez
17004,1,2418.48,Krista L Torres
17005,1,2376.45,Priscilla R Anand
17006,1,2404.46,Hunter J Williams
17007,1,2329.99,Samuel Hayes
17008,1,2316.97,Connor Turner
17009,1,2351.96,Wyatt Butler
17010,1,2384.97,Brianna James
17011,1,1750.98,Sara K Hill
17012,1,1750.98,Joan Collins
17013,1,2401.45,Gabriella L Mitchell
17014,1,4.99,Michael Harris
17015,1,4.99,Kelly Patterson
17016,1,98.96,Hailey R Hughes
17017,1,2332.28,Jeremiah Jones
17018,1,93.97,Mandy Guo
17019,1,54.98,Andrea C Hall
17020,1,1714.97,Ashley J Bryant
17021,1,1700.99,Nicole Reed
17022,1,1763.97,Karen Morgan
17023,1,1735.98,Jeremiah B Harris
17024,1,1775.97,Jacqueline C Diaz
17025,1,1709.98,Ryan Taylor
17026,3,261.39,Jordan Li
17027,3,230.9,Brianna Taylor
17028,1,1763.97,Grace A Richardson
17029,1,1759.97,Suzanne E Xu
17030,1,1700.99,Emily Russell
17031,1,13.98,Grace L Thomas
17032,1,12.94,Alexandria Flores
17033,1,29.48,Carson Long
17034,1,1750.98,Lauren Clark
17035,1,58.98,Jordan Flores
17036,2,176.95,Savannah J Perez
17037,1,2334.97,Kenneth W Nath
17038,1,2442.28,Ernest Wang
17039,1,1799.48,Ariana Watson
17040,1,1760.47,Adam Henderson
17041,1,1700.99,Connor Perry
17042,1,1735.98,Tyler L Jackson
17043,1,1760.47,Isabella K Bennett
17044,1,39.98,Ana Hayes
17045,2,4480.73,Derek Goel
17046,2,4467.74,Preston D Sai
17047,2,4347.76,Kendra Rubio
17048,2,4382.75,Natasha Gutierrez
17049,2,4347.76,Krystal Lu
17050,2,4496.23,Cristina C Xie
17051,2,6060.5,Jessie J Ortega
17052,2,96.92,Rafael J Nara
17053,2,123.96000000000001,Deanna H Raman
17054,2,83.98,Shawn Raje
17055,2,4347.76,Willie She
17056,2,4417.75,Shaun H Lal
17057,2,86.27000000000001,Tasha T Raji
17058,2,83.98,Destiny Lee
17059,2,123.96000000000001,Louis J Chen
17060,2,123.96000000000001,Gerald J Sanz
17061,2,86.27000000000001,Brandi Alonso
17062,2,91.26,Christy Lu
17063,2,100.25,Jaclyn M Wang
17064,2,4506.76,Stephanie Gray
17065,2,4417.75,Cedric R Chen
17066,2,105.75,Lori Serrano
17067,2,113.96000000000001,Adrienne L Alvarez
17068,2,92.97,Thomas Smith
17069,2,4426.74,Christy Zheng
17070,2,123.96000000000001,Margaret H Huang
17071,2,4417.75,Tammy K Raji
17072,2,123.96000000000001,Kaitlin M Kapoor
17073,2,78.97,Jonathon N Carlson
17074,2,90.25,Ruben M Malhotra
17075,2,77.27000000000001,Aimee Guo
17076,2,103.46000000000001,Neil L Serrano
17077,2,138.45,Ronald M Raman
17078,2,186.94,Jenny J Zhu
17079,2,4417.75,Tracy K Rai
17080,2,2732.6975,Katelyn W Peterson
17081,1,74.98,Jennifer J Murphy
17082,2,3891.5425,Morgan W Smith
17083,1,51.96,Priscilla N Raje
17084,1,31.27,Byron G Serrano
17085,2,2986.0325000000003,Edwin A Deng
17086,2,4194.33,Xavier Anderson
17087,2,75.21000000000001,Jésus Dominguez
17088,1,24.99,Wayne V Yuan
17089,1,64.97,Crystal C Zhu
17090,1,64.97,Leslie Alvarez
17091,1,32.27,Tammy L Patel
17092,1,37.27,Devon Beck
17093,3,6917.5925,Seth Sanchez
17094,2,3001.0425,Julio E Dominguez
17095,2,2760.4075000000003,Logan D Garcia
17096,2,4144.34,Samantha S Bennett
17097,2,3021.0225,Deanna D Kapoor
17098,2,2768.5325000000003,Willie Shan
17099,2,2701.4275,Joel A Fernandez
17100,1,95.94,Vincent M Wang
17101,2,163.94,Shannon L Gutierrez
17102,1,32.27,Andres B Goel
17103,3,6935.0825,Franklin D Xu
17104,1,4.99,Clifford Rodriguez
17105,2,83.44,Madison Walker
17106,1,72.96,Gina Jiménez
17107,2,4179.33,Priscilla L Yuan
17108,1,24.99,Susan Xu
17109,2,2769.3975,Sydney L Wilson
17110,2,47.26,Meredith Garcia
17111,1,4.99,Jenny B Chande
17112,1,6.28,Janet P Jimenez
17113,1,4.99,Clarence Pal
17114,3,7275.360000000001,Jarrod S Mehta
17115,2,3008.0225,Karen E Xu
17116,1,1764.96,Alison J Nath
17117,1,39.98,Lydia Prasad
17118,1,562.96,Sara Blue
17119,3,214.89999999999998,Isabella Harris
17120,1,1735.98,Michele E Raje
17121,1,1735.98,Lucas Bryant
17122,1,58.98,Gabrielle Gonzalez
17123,1,562.96,Pedro Romero
17124,1,562.96,Kaitlin Madan
17125,1,539.99,Paige H Rogers
17126,2,126.96,Natalie Perry
17127,1,1778.47,Makayla A Gray
17128,1,1735.98,Fernando Alexander
17129,1,1735.98,Gabrielle F Powell
17130,1,98.96,Janet M Turner
17131,1,4.99,Lauren E Henderson
17132,1,4.99,Isabella R James
17133,1,2357.28,Lucas A Kelly
17134,1,2376.96,Tabitha I Mehta
17135,1,2379.47,Richard P Edwards
17136,1,2297.28,Glenn L Ye
17137,1,4.99,Jason Washington
17138,1,59.98,Melanie Jenkins
17139,1,2309.97,Jade Rivera
17140,1,2319.99,Sean R Peterson
17141,1,2376.96,Makayla Rogers
17142,1,1728.27,Seth Flores
17143,1,1763.97,David M Ross
17144,1,1891.26,Luis Griffin
17145,1,13.98,Sarah Bennett
17146,1,39.98,Juan Cook
17147,1,1700.99,Jennifer Nelson
17148,1,1775.47,Hailey C Henderson
17149,1,1735.98,Steven Richardson
17150,1,1764.96,Wyatt R Wright
17151,1,12.94,Jasmine A Alexander
17152,1,12.94,Jack L Wang
17153,1,1744.97,Devin M Butler
17154,1,1764.96,Geoffrey L Martinez
17155,1,13.98,Samuel H Lewis
17156,1,2502.27,Hailey N Gonzales
17157,1,2334.98,Wyatt Johnson
17158,1,39.98,Mitchell Nara
17159,1,1735.98,Kellie Ruiz
17160,1,4.99,Louis Andersen
17161,1,59.98,Katherine Lopez
17162,1,39.98,Rachel Blue
17163,1,1732.26,Edward Adams
17164,1,12.94,Ryan S Clark
17165,1,4.99,Isaac E Gonzalez
17166,1,4.99,Joshua R. Several
17167,1,1735.98,Thomas R Jenkins
17168,1,4.99,Jada Perez
17169,1,4.99,Emily Taylor
17170,1,13.98,Jasmine James
17171,1,2439.99,Katherine Clark
17172,1,68.49,Jesse M Adams
17173,1,4.99,David A Bryant
17174,1,4.99,Angelica M Wood
17175,1,2334.98,Amanda Roberts
17176,1,2369.96,Isaac M Ward
17177,1,13.98,Richard Hayes
17178,1,13.98,Trisha L Liang
17179,1,29.48,James Henderson
17180,1,68.97,Timothy S Rogers
17181,3,6944.5825,Jenny C Lal
17182,3,6950.6025,Jessica Patterson
17183,3,7175.86,Shane A Sanchez
17184,3,7253.35,Eddie O Dominguez
17185,3,6954.5725,Karla Anand
17186,2,77.27,Isaac A Evans
17187,2,3310.4075,Alejandro L Ma
17188,2,3350.4175,Alexa Peterson
17189,1,46.47,Clarence Goel
17190,1,24.27,Ebony J Rana
17191,3,6895.6125,Gilbert H Guo
17192,3,6977.5825,Warren L He
17193,2,134.96,Haley S Brooks
17194,1,111.45,Wyatt Thompson
17195,2,3330.6675,Franklin L Sharma
17196,2,3318.3575,Douglas Fernandez
17197,1,56.97,Mindy Nara
17198,3,7233.360000000001,Cheryl Jiménez
17199,3,6997.5625,Dennis R Zhou
17200,1,21.98,Russell She
17201,1,21.98,Vincent R Yang
17202,3,6974.0625,Deanna Martinez
17203,3,6952.532499999999,Christine W Raje
17204,2,114.96000000000001,Evelyn J Martinez
17205,2,74.97999999999999,Lisa J Wang
17206,2,3295.4275,Spencer Gonzales
17207,3,6979.5625,Ian V Torres
17208,1,45.95,Jacob Miller
17209,3,7182.4,Jacqueline L James
17210,1,71.95,Karl L Deng
17211,1,47.94,Virginia Rodriguez
17212,1,61.97,Jacqueline A Coleman
17213,2,179.95,Calvin J Goel
17214,3,7211.389999999999,Damien M Liu
17215,1,31.97,Juan L Bell
17216,2,3370.3975,Kathleen Ramos
17217,1,80.96,Raquel T Gill
17218,3,6907.5625,Craig G Carlson
17219,1,35.0,Kelsey L Sharma
17220,3,6914.8525,Glenn R Wang
17221,3,7292.3099999999995,Ricky M Navarro
17222,1,36.96,Carolyn A Serrano
17223,1,21.98,Francis Torres
17224,1,66.96,Mandy L Li
